S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
1750,2022-10-01 17:00:00,2023-02-28 15:00:00,2023-03-01 15:30:00,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 (Existing Km.535.930) in Nasarpore in Umarpada Taluka to Ch.241.700 Existing Km.582.000 in Bedkuva Dur in Vyara Taluka Sec of NH56 in Gujarat on HAM PKG-6]  [NHAI/Vapi Bodeli/Gujarat/Pkg-VI/2022][2022_NHAI_130845_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2F3jBpVJG1TAgSIqCO2MmxQ%3D%3D,National Highways Authority of India
1751,2022-10-01 17:00:00,2023-02-28 15:00:00,2023-03-01 15:30:00,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.241.700 (Existing Km. 582.000) in Bedkuva Dur in Vyara Taluka to Ch.290.050 (Existing Km.629.690) in Pathakwadi in Dolvan Taluka Sec of NH56 in Gujarat on HAM PKG-7]  [NHAI/Vapi Bodeli/Gujarat/Pkg-VII/2022][2022_NHAI_130853_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STnsH%2FLKdcCRFFuDi7yzk7A%3D%3D,National Highways Authority of India
1752,2022-10-01 16:30:00,2023-02-28 15:00:00,2023-03-01 15:30:00,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.179.780 (Existing Km.506.660) in Bitada or Movi in Netrang Taluka to Ch.208.900 (Existing Km. 535.930) in Nasarpore in Umarpada Taluka Sec of NH56 in Gujarat on HAM PKG-5]  [NHAI/Vapi Bodeli/Gujarat/Pkg-V/2022][2022_NHAI_130837_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SNwRSX7fFommDEEoEou2lMw%3D%3D,National Highways Authority of India
1753,2022-10-01 16:00:00,2023-02-28 15:00:00,2023-03-01 15:30:00,[Upgrade or Strengthen of Existing 2BY4 Ln Carriageway to 4Ln Divided Carriageway from Ch.132.320 Existing Km.454.500 in Dhamasiya in Naswade Taluka to Ch.179.780 Existing Km.506.660 in Bitada or Movi in Netrang Taluka Sec of NH56 in GUJ on HAM PKG4]  [NHAI/Vapi Bodeli/Gujarat/Pkg-IV/2022][2022_NHAI_130833_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sq5rTiDNh0YlXn02V1%2FGWRQ%3D%3D,National Highways Authority of India
1754,2022-10-01 15:00:00,2023-02-28 15:00:00,2023-03-01 15:30:00,[Upgrade of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.94.030 Jn with Existing NH56 (Km.414.646) in Jabugam in Bodeli Taluka to Ch.132.320 (Existing Km.454.500) in Dhamasiya in Naswadi Taluka Sec of NH56 in Gujarat on HAM PKG3]  [NHAI/Vapi Bodeli/Gujarat/Pkg-III/2022][2022_NHAI_130824_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnVYZ10y5Ofis1PgAnvgZGg%3D%3D,National Highways Authority of India
1755,2022-10-01 09:00:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[Development of 6 Lane Access Controlled Greenfield Highway from Nallacheruvu palli(Ch.96.300)to Yerragudipadu(Ch 129.000)of Bengaluru Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana PhaseI in Andhra Pradesh (Package 5)]  [NHAI/BM/EC/Bengaluru Vijayawada/ Greenfield/PKG 5][2022_NHAI_130775_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ShkJ4acps6AvmPi28unbSpQ%3D%3D,National Highways Authority of India
1756,2022-10-01 09:00:00,2023-02-13 11:00:00,2023-02-14 11:30:00,[Development of 6 Lane Access Controlled Greenfield Highway from Yerragudipadu (Ch.129.000) to Audireddipalle (Ch.160.000) of Bengaluru Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh (Package-6)]  [NHAI/BM/EC/Bengaluru Vijayawada/Greenfield/PKG-6][2022_NHAI_130778_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJrUl8a3fg3wO2U7f60fScA%3D%3D,National Highways Authority of India
1757,2022-10-01 09:00:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[RFP for Development Operation and Maintenance of Ropeway from Ujjain Jn Railway Station to Mahakaleshwar Temple in the State of Madhya Pradesh on Hybrid Annuity Mode.]  [NHAI/Ropeways/ Mahakaleshwar/ 2022][2022_NHAI_130774_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SPOq6vUH2MqQ9pEFltCf55w%3D%3D,National Highways Authority of India
1758,2022-09-30 17:00:00,2023-02-16 15:00:00,2023-02-17 15:30:00,[Development Operation and Maintenance of the MMLP Indore near Pithampur in Dhar District in Madhya Pradesh through PPP on DBFOT basis]  [NHLML/ MMLP/ INDORE/2022][2022_NHAI_130725_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2BYbN4l4oKOQIPCDIg5IAMg%3D%3D,National Highways Authority of India
1759,2022-09-30 16:05:00,2023-02-20 11:00:00,2023-02-21 11:30:00,[Four laning of Marikal-Hasnapur-Potulamadugu section of NH-167 from Design Km 228.500 to Km 267.360 (Existing from Km 229.153 of NH-167 to Junction with NH-44 at Km 97.900)in Telangana on HAM-Package-II]  [NHAI/Tech/TS/NH-167/ Mari-Jad(Pkg-II)/2021][2022_NHAI_130722_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkU%2Fx0ZDTF%2Bjz%2BaHNnAEFSQ%3D%3D,National Highways Authority of India
1760,2022-09-30 16:00:00,2023-02-13 11:00:00,2023-02-14 11:30:00,[Construction of STRR(West side) NH948A Somakkanamutta(Magadi Taluk) to Kunigal(Ramanagara Taluk) from km46.300 to km79.000(Design Chainage)PhI PckgII in Karnataka on HAM under BMP.]  [NHAI/KNT/ STRR/Phase-l/ Pkg-ll/170401][2022_NHAI_130712_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S7RJeRo5EvV7QhF3TGN2NPw%3D%3D,National Highways Authority of India
1761,2022-09-29 17:00:00,2023-02-13 11:00:00,2023-02-14 11:30:00,[Construction of STRR(West side)NH948A Obalapura (Nelamangala Taluk))to Somakkanamutta(Magadi Taluk) from km0.000 to km46.300(Design)Phase I PKG I in the state of Karnataka on HAM under BMP]  [NHAI/KNT/STRR/Phase I/ Pkg I/170399][2022_NHAI_130598_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0C7fwJ8Zhfmpcsz3n0Y6Lg%3D%3D,National Highways Authority of India
1762,2022-09-26 18:00:00,2023-02-14 11:00:00,2023-02-15 11:30:00,[CS for IE for 4laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by-pass at Km314.130 to Km321.035 of NH53 at Km75.200 to Km84.000 of NH149 and at Km84.000 to Km86.100 of NH55 on HAM in Odisha.]  [NHAI/OD /BBG/IE /2022 / efile-168561][2022_NHAI_130166_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SSZQslpzafohGhrqEVo7Q3g%3D%3D,National Highways Authority of India
1763,2022-09-20 09:00:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[Construction of 4-laning with PS from Mysore to Kushalnagara NH-275 Km 195.550 at Yalachahalli Near SH-117 Yelawala KR Nagara Road Junction to Km 214.535 joining to Srirangapatna Bypass Near Paschima Vahini on HAM under BMP in Karnataka (PKG-V)]  [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-5/MW/2022][2022_NHAI_129475_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdJbfSaRYR1shSYJfUqMCeg%3D%3D,National Highways Authority of India
1764,2022-09-20 09:00:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[Construction of 4laning with PS from Mysore-Kushalnagara NH-275 Km 169.000 Ramanathapura Terakanambi Road KR Nagar Junction in Hunsur to Km 195.550 at Yalachahalli Near SH-117 Yelawala-KR Nagara Road Junction on HAM BMP in Karnataka (PKG-IV)]  [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-4/MW/2022][2022_NHAI_129474_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkMVcDaxcFnaNbSp4G5kKww%3D%3D,National Highways Authority of India
1765,2022-09-19 18:55:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[Construction of access controlled 4-laning with paved shoulder from Mysore-Kushalnagara from Ch.Km 122.200 near Guddehosur-Kushalnagara Bypass to Ch. Km 144.900 at SH-21 Hassan-Periyapatna Road Junction on HAM under BMP in Karnataka(PKG-II)]  [NHAI/KNT/NIT/Mysore Kushalnagara /Pkg-2/MW/2022][2022_NHAI_129471_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Su%2FZf0GXVLYKRifC0Nxzd4A%3D%3D,National Highways Authority of India
1766,2022-09-19 18:00:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[Construction of access controlled 4laning with paved shoulder from Mysore-Kushalnagara sec of NH275 from Km144.900 Near Hemmige Village SH21 Hassan -Periyapatna Road Junc to Km169.000 at Near SH86 Ramanathapura-Terakanambi Road KR Nagar Junc in Hunsu]  [NHAI/KNT/NIT/ Mysore-Kushalnagara/Pkg3/ MainworK][2022_NHAI_129444_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SYFvDq8edvGoecA%2FBsHvAgg%3D%3D,National Highways Authority of India
1767,2022-09-01 17:00:00,2023-03-01 11:00:00,2023-03-02 11:30:00,[Six laning of Walajapet Ranipet to Tamil Nadu Andhra Pradesh Border from km. 106.800 to km. 134.879 of NH 4(New No. NH 40) under NHDP Phase-III in Tamil Nadu on HAM]  [NHAI/TN/ Ranipet-TN/APBorder/ HAM/2022][2022_NHAI_127594_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLPYEb5RJoBTF%2BxjPAl3Rgw%3D%3D,National Highways Authority of India
1768,2022-08-30 16:00:00,2023-02-22 11:00:00,2023-02-23 11:30:00,[4-Laning of Jagtial Karimnagar Section of NH563 from Design Ch.0.000 km (Existing ch 90.500 on NH63) to Design Ch. 58.866 km (near SH1 Ch. 170.400 km) at Karimnagar Bypass End (Design Length 58.866 km) in Telangana on HAM under BMP]  [NHAI/Tech/TS/ NH-563/Jag-Kar/2022][2022_NHAI_127352_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STgQWxXLeZEK2j52VWjumXg%3D%3D,National Highways Authority of India
1769,2022-08-30 13:00:00,2023-02-21 11:00:00,2023-02-22 11:30:00,"[IE Services for Construction of 4 Lane Access controlled Highway from Vakalapudi Light House to Annavaram (on NH 16) section of NH 516F from Km. 0.000 to Km. 40.621, on HAM under BM Phase 1 in the State of Andhra Pradesh.]  [NHAI/PC/BM /Uppada Beach/IE/2022][2022_NHAI_127330_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sdr%2FWdoL5ha2b%2BVD7eVqFXQ%3D%3D,National Highways Authority of India
1770,2022-08-18 09:00:00,2023-02-20 11:00:00,2023-02-21 11:30:00,[Empanelment of Financial Consultant for BOT/HAM/EPC (Toll)/and other Projects being undertaken by NHLML]  [NHLML/FC/ Empanelment/2022][2022_NHAI_125986_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyBjYLhTElCmvoOAEZbrhjQ%3D%3D,National Highways Authority of India
1771,2022-08-01 09:00:00,2023-02-28 17:00:00,2023-03-01 17:30:00,[Construction and Upgradation to Four Lane from Manikpur (Design.Ch. Km 0.000) to Sahebganj (Design.Ch. Km 44.800) section of NH139W under Bharatmala Pariyojana scheme on HAM Mode in the State of Bihar]  [NHAI/HQ/BH/MANIKPUR SAHRBGANJ/NH139W/PROC/2022][2022_NHAI_124229_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJtJiBNvCxgD1x3VKbYotYQ%3D%3D,National Highways Authority of India
1772,2022-07-30 18:00:00,2023-02-15 17:00:00,2023-02-16 17:30:00,[Rehabilitation and Upgradation of Chorma Bairgania section of NH No. 227F to 2 lane with paved shoulders from Design Ch 0.000 to Ch 34.566 in the state of Bihar through Hybrid annuity mode (HAM) Basis]  [NHAI/HQ/BH/Chorma bairgania/ NH227F/Proc/2022][2022_NHAI_124214_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjCXlQnapArgdFVzfEX7TGg%3D%3D,National Highways Authority of India
1773,2022-07-29 18:55:00,2023-02-14 11:00:00,2023-02-15 11:30:00,[4 laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by pass at Km.314.130 to Km.321.035 of NH 53 at Km.75.200 to Km.84.000 of NH 149 and at Km.84.000 to Km.86.100 of NH 55 on HAM in Odisha.]  [NHAI/OD/BBG/ 2020/efile 48614][2022_NHAI_124142_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SF6G8%2FrBoaP9p7W8Y1kILFQ%3D%3D,National Highways Authority of India
1774,2022-07-27 18:00:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[Construction of 4Lane Access controlled Highway from Vakalapudi Light House to Annavaram(on NH16) section of NH516F from Km0.000 to Km40.621 under Bharatmala Pariyojana Phase1 in Andhra Pradesh]  [NHAI/11011/PC/BM/UPPADA BEACH/2022][2022_NHAI_123823_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgqQ%2BOhIWkiDvKHl6kRNs9g%3D%3D,National Highways Authority of India
1775,2022-07-27 17:00:00,2023-02-16 11:00:00,2023-02-17 11:30:00,[4-laning of existing 2-lane from Gudebellur (Deosugur) to Marikal (Design Chainage 182.930 km to 228.500 km with design length 45.57 km) in Telangana of Hyderabad- Panaji section of NH-167 on HAM under BMP (Pkg-I)]  [NHAI/Tech/TS/NH-167 /Deo-Mari(Pkg-I)/2021][2022_NHAI_123812_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SUGrKkfbeCyBxTsB7oiIdUw%3D%3D,National Highways Authority of India
1776,2022-07-18 18:50:00,2023-02-28 17:00:00,2023-03-01 17:30:00,[Construction of 4laning of Kishanganj Bahadurganj rd sec starting from NH (NH31) near Uttar Rampur (Km. 0.000) and terminating at NH327E near Satal Istamarar Bahadurganj (Km. 22.719) under BMP in Bihar on HAM.]  [NHAI/BH/HQ/Kishanganj Bahadurganj/Proc/2022][2022_NHAI_122794_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S6FpF%2FTD%2BaZJt%2F1EiErl%2FnQ%3D%3D,National Highways Authority of India
1777,2022-07-15 18:55:00,2023-02-27 11:00:00,2023-02-28 11:30:00,[CONSTRUCTION OF PROPOSED HALF CLOVER LEAF INTERCHANGES CUM ROB AT YERRAMANCHI AND GUDIPALLI VILLAGES ACROSS NH44 AT KM 416.005 IN THE STATE OF ANDHRA PRADESH]  [NHAI/Tech/AP/ NH-44/VUP/2021][2022_NHAI_122586_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FmWnzlCmizhMoSBjREkXkA%3D%3D,National Highways Authority of India
1778,2022-07-15 16:20:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-IV (km 14.185 to Km 20.223)]  [NHAI/11013/23/ 2017/Chennai/P-IV][2022_NHAI_122542_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLDCBIBrwgJsuPOntYYJAbg%3D%3D,National Highways Authority of India
1779,2022-07-15 16:20:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu- Package-III (km 9.700 to Km 14.185)]  [NHAI/11013/23/ 2017/Chennai/P-III][2022_NHAI_122540_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SaHTJEmL2w%2BsoPQYt7Gd7rw%3D%3D,National Highways Authority of India
1780,2022-07-15 16:05:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-I (km 0.342 to Km 4.604)]  [NHAI/11013/23/2017/Chennai/P-I][2022_NHAI_122527_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAwy4tU9OgGnQc0nfdv2V3g%3D%3D,National Highways Authority of India
1781,2022-07-15 16:05:00,2023-02-21 11:00:00,2023-02-22 11:30:00,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-II (km 4.604 to Km 9.700)]  [NHAI/11013/23/ 2017/Chennai/P-II][2022_NHAI_122532_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBti0hXHBEpb6mch6cAItXA%3D%3D,National Highways Authority of India
1782,2022-06-30 17:30:00,2023-03-06 11:00:00,2023-03-07 11:30:00,[RFP for Balance works of Rampur-Kathgodam Section of NH-87 from km 42.791 (Design Chainage km 43.446) to km 88.00 (design Chainage km 93.226) (Package-II) in the State of Uttarakhand on EPC Mode.]  [NHAI/Tech/UKD/BW/RK-II/2022][2022_NHAI_120831_1],National Highways Authority of India||RO-Dehradun - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5NcoHd40V2pU7Xnon6uu%2Bg%3D%3D,National Highways Authority of India
1783,2022-05-24 17:00:00,2023-02-09 11:00:00,2023-02-10 11:30:00,"[CS for AE for Supervision of Construction of Initial Improvement works supervision of ATMS/TMS installation under Tolling, Operation, and Maintenance Transfer of Kothakota Bypass Kurnool section (from km 135.469 to km 211.000) of NH-44 in Telangana]  [NHIPMPL/2022-23/KK/AE/43][2022_NHAI_116899_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Spurifcv2MR%2FCcDbkRvs4OA%3D%3D,National Highways Authority of India
1784,2022-04-29 18:55:00,2023-02-09 11:00:00,2023-02-10 11:30:00,[Initial improvement works under Tolling Operation and Transfer of Kothakota Bypass Kurnool Section (From km 135.469 to km 211.000) of NH 44 in the State of Telangana]  [NHIPMPL/EPC/KK/ 2022-23/20][2022_NHAI_114484_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCXtzkjjuM9cLK4ouDSjzUw%3D%3D,National Highways Authority of India
1785,2022-01-07 18:00:00,2023-02-13 11:00:00,2023-02-14 11:30:00,[Development of Ropeway Project from Sonprayag-Gaurikund-Kedarnath in the State of Uttarakhand on Hybrid Annuity Mode]  [NHLML/Ropeway/Kedarnath/2021][2022_NHAI_101032_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlMm4%2BVrze1QU5rL6b5fvMQ%3D%3D,National Highways Authority of India
1786,2022-01-07 18:00:00,2023-02-13 11:00:00,2023-02-14 11:30:00,[Development of Ropeway Project from Govind Ghat-Ghangaria-Hemkund Sahib in the State of Uttarakhand on Hybrid Annuity Mode]  [NHLML/Ropeway/Hemkund-Sahib/ 2021 ][2022_NHAI_101036_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDRns7ayqpz9upgyZ8pDDwQ%3D%3D,National Highways Authority of India
1787,2021-12-11 09:05:00,2023-02-14 11:00:00,2023-02-15 11:30:00,[Development Operation and Maintenance of the Multimodal Logistics Park (MMLP) Nagpur at Sindi in Wardha District in Maharashtra through PPP on Design Build Finance Operate and Transfer (DBFOT) basis]  [NHLML/MMLP/Nagpur/2021][2021_NHAI_98002_1],National Highways Authority of India||Head Office - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sw%2FwiX9bnCsBFAdGBEtdp%2Bw%3D%3D,National Highways Authority of India
1788,2021-07-23 16:30:00,2023-02-23 11:00:00,2023-02-24 11:30:00,"[Balance Works of 4 Laning of Udhampur Ramban Section of NH1A now NH 44 from km 67.00 to Km 89.00, Km 130.00 to Km 151.00 on EPC Mode in the UT of Jammu and Kashmir under NHDP Phase 2]  [NHAI/Balance Work of U R/JandK/EPC/2021][2021_NHAI_82956_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRRobiXmjLXi85yEBcpcUpg%3D%3D,National Highways Authority of India
1789,2022-12-13 17:15:00,2023-02-13 15:00:00,2023-02-14 15:30:00,[NICSI/CUD and Webcasting/2022/26]  [NICSI/CUD and Webcasting/2022/26][2022_NICSI_138115_1],National Informatics Centre Services Incorporated,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGo90nJkU1WsLbCfRhemRaQ%3D%3D,National Informatics Centre Services Incorporated
1790,2022-11-24 17:35:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[NICSI/Message Gateway Services/2022/22_Part-II]  [NICSI/Message Gateway Services/2022/22][2022_NICSI_135439_2],National Informatics Centre Services Incorporated,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnkcPVClERmq5Mt7EuEOzmg%3D%3D,National Informatics Centre Services Incorporated
1791,2022-11-24 17:35:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[NICSI/Message Gateway Services/2022/22_Part-I]  [NICSI/Message Gateway Services/2022/22][2022_NICSI_135439_1],National Informatics Centre Services Incorporated,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGmNE%2BABR0iqkvPCkZpR6Tg%3D%3D,National Informatics Centre Services Incorporated
1792,2022-11-24 17:35:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[NICSI/Message Gateway Services/2022/22_Part-III]  [NICSI/Message Gateway Services/2022/22][2022_NICSI_135439_3],National Informatics Centre Services Incorporated,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ShsZ7ZMwjALfpbTgPuBfAIw%3D%3D,National Informatics Centre Services Incorporated
1793,2023-02-08 10:00:00,2023-02-20 15:00:00,2023-02-21 15:00:00,[Construction of Augmentation of Additional Bed by provision of 6 and 50 Bed field hospital at different Locations in District DEORIA and KUSHI NAGAR (UP) ]  [UPZ/356/ECRPII/D_K/22-23/1076][2023_NPCC_144560_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sh6mMWPgBkRLCrZC%2F7c862g%3D%3D,National Projects Construction Corporation Limited
1794,2023-02-08 10:00:00,2023-02-16 15:00:00,2023-02-17 15:00:00,"[Sale of Structure Including Dismantling, Taking out Of Raw Materials and Clean The Site (Constructed On Land) at KV Hathras Uttar Pradesh As Is Where is Basis.]  [UPZ/344/KVS/SALE/22-23/1075][2023_NPCC_144551_1]",National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S4ysBdFmQhgjYzEY4HzOX5Q%3D%3D,National Projects Construction Corporation Limited
1795,2023-02-08 10:00:00,2023-02-20 15:00:00,2023-02-21 15:00:00,[Construction of Construction of Additional Bed by provision of 50 Bed field hospitals in District BASTI (UP)]  [UPZ/356/BASTI/50BED/22-23/1073][2023_NPCC_144524_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2M7IGC9GbS%2BS%2FLESZIDV2g%3D%3D,National Projects Construction Corporation Limited
